candidate_id,job_id,resume_category,job_title,tfidf_sim,bm25_sim,dense_sim,skill_overlap,category_align,length_penalty,base_score,review_minutes,eligible,must_have_hits,candidate_skill_set,job_skill_set,redundancy_cluster,score
114,3,Network Security Engineer,iOS Developer,0.028956096681594583,0.7991635203361511,0.0,0.2,0.0,0.25,0.14679854884750354,5.4624999999999995,1,1,"['ios', 'network security', 'problem solving', 'r']","['ios', 'swift']",114,0.5110342138552258
63,3,Java Developer,iOS Developer,0.02587957353886758,0.284930557012558,0.0,0.1111111111111111,0.3333333333333333,0.318,0.10308941769571896,5.0714999999999995,1,1,"['android', 'css', 'html', 'java', 'jenkins', 'mysql', 'swift', 'testing']","['ios', 'swift']",63,0.4340839509344806
110,3,DevOps Engineer,iOS Developer,0.061978190858882745,1.0,0.0,0.043478260869565216,0.0,1.132,0.09313387943835068,13.408999999999999,1,1,"['.net', 'android', 'api', 'aws', 'azure', 'c#', 'c++', 'crm', 'css', 'devops', 'html', 'ios', 'java', 'javascript', 'jira', 'leadership', 'machine learning', 'project management', 'sap', 'sql', 'tableau', 'testing']","['ios', 'swift']",110,0.41655714895432394
62,4,Java Developer,Flutter Developer,0.06414207028843971,0.7477073669433594,0.0,0.25,0.3333333333333333,0.372,0.20985974443832084,4.761,1,2,"['c++', 'communication', 'java', 'sql']","['communication', 'flutter', 'java', 'react', 'react native', 'swift']",62,0.6220539356602384
84,4,SAP Developer,Flutter Developer,0.04564512802411983,0.7947081327438354,0.0,0.1111111111111111,0.3333333333333333,0.288,0.17555019293639335,5.244,1,1,"['communication', 'leadership', 'project management', 'sap']","['communication', 'flutter', 'java', 'react', 'react native', 'swift']",84,0.5616517052979362
35,4,Web Designing,Flutter Developer,0.05462920209149261,0.674345850944519,0.0,0.07692307692307693,0.3333333333333333,0.052,0.1706901857839254,6.601,1,1,"['css', 'go', 'html', 'java', 'javascript', 'mysql', 'php', 'sql']","['communication', 'flutter', 'java', 'react', 'react native', 'swift']",35,0.553095625176361
58,4,Civil Engineer,Flutter Developer,0.058494215751457676,0.9406307339668274,0.0,0.16666666666666666,0.0,0.278,0.1676062449700523,5.301499999999999,1,1,['communication'],"['communication', 'flutter', 'java', 'react', 'react native', 'swift']",58,0.5476663235589148
72,4,Java Developer,Flutter Developer,0.04838434495994218,0.7416999936103821,0.0,0.125,0.3333333333333333,0.514,0.16055515148068475,3.9444999999999997,1,1,"['java', 'linux', 'sql']","['communication', 'flutter', 'java', 'react', 'react native', 'swift']",72,0.5352528190213524
58,5,Civil Engineer,Database Administrator,0.11975713770800958,0.9087157249450684,0.0,1.0,0.0,0.278,0.4098493130932528,5.301499999999999,1,1,['communication'],['communication'],58,0.9741371156246866
50,5,Health and fitness,Database Administrator,0.03776323708039414,0.19883692264556885,0.0,1.0,0.0,0.374,0.2795467845160574,4.749499999999999,1,1,['communication'],['communication'],50,0.7447385078501708
28,5,Arts,Database Administrator,0.043639424104093404,0.22740872204303741,0.0,1.0,0.0,0.564,0.27439597021512935,3.657,1,1,['communication'],['communication'],28,0.735670459498078
47,5,Sales,Database Administrator,0.054220490608665586,0.25556686520576477,0.0,1.0,0.0,0.71,0.27409385931685126,2.8175,1,1,['communication'],['communication'],47,0.7351385909287168
30,5,Arts,Database Administrator,0.06451030648042543,0.3770689070224762,0.0,1.0,0.0,1.284,0.25917321595330134,14.283,1,1,['communication'],['communication'],30,0.7088706830678908
70,6,Java Developer,Java Developer,0.09343683089532667,0.9619554877281189,0.0,0.15384615384615385,1.0,0.096,0.3345243373571311,7.452,1,1,"['css', 'java', 'javascript', 'mysql']","['agile', 'api', 'communication', 'design patterns', 'git', 'java', 'microservices', 'mysql', 'scrum', 'sql', 'testing']",70,0.841526914171239
62,6,Java Developer,Java Developer,0.10274451072779835,0.8109079003334045,0.0,0.25,1.0,0.372,0.3293063131893518,4.761,1,1,"['c++', 'communication', 'java', 'sql']","['agile', 'api', 'communication', 'design patterns', 'git', 'java', 'microservices', 'mysql', 'scrum', 'sql', 'testing']",62,0.8323405423295505
69,6,Java Developer,Java Developer,0.102225859323191,0.9919493794441223,0.0,0.2,1.0,0.666,0.3201423380084264,3.0704999999999996,1,2,"['css', 'html', 'java', 'javascript', 'mongodb', 'mysql', 'testing']","['agile', 'api', 'communication', 'design patterns', 'git', 'java', 'microservices', 'mysql', 'scrum', 'sql', 'testing']",69,0.8162072932580324
101,6,Python Developer,Java Developer,0.11666646251416464,1.0,0.0,0.38095238095238093,0.3333333333333333,0.19,0.31031418772108477,5.807499999999999,1,4,"['agile', 'api', 'communication', 'css', 'data science', 'django', 'erp', 'flask', 'git', 'html', 'java', 'mongodb', 'mysql', 'numpy', 'postgresql', 'python', 'sql', 'testing']","['agile', 'api', 'communication', 'design patterns', 'git', 'java', 'microservices', 'mysql', 'scrum', 'sql', 'testing']",101,0.7989047587828153
67,6,Java Developer,Java Developer,0.07180485033449113,0.721333920955658,0.0,0.23076923076923078,1.0,0.498,0.29114639867523473,4.036499999999999,1,1,"['c++', 'java', 'mysql', 'network security', 'sql']","['agile', 'api', 'communication', 'design patterns', 'git', 'java', 'microservices', 'mysql', 'scrum', 'sql', 'testing']",67,0.7651597181512465
9,7,Data Science,Machine Learning,0.1450045069382343,0.8317500352859497,0.0,0.2222222222222222,0.0,0.526,0.19562994534244418,3.8754999999999997,1,3,"['css', 'data science', 'deep learning', 'html', 'machine learning', 'mysql', 'numpy', 'pandas', 'python', 'selenium', 'sql']","['api', 'computer vision', 'data science', 'deep learning', 'docker', 'go', 'kubernetes', 'machine learning', 'python', 'pytorch', 'tensorflow']",9,0.5970022644674473
4,7,Data Science,Machine Learning,0.10835665225561578,1.0,0.0,0.16666666666666666,0.0,0.87,0.16314452641602892,11.902499999999998,1,3,"['c#', 'communication', 'crm', 'data science', 'deep learning', 'etl', 'forecasting', 'linear programming', 'machine learning', 'python', 'r', 'sap', 'sql', 'swift', 'tableau', 'testing', 'time series']","['api', 'computer vision', 'data science', 'deep learning', 'docker', 'go', 'kubernetes', 'machine learning', 'python', 'pytorch', 'tensorflow']",4,0.5398114335905415
156,7,Blockchain,Machine Learning,0.09992520979334668,0.45277634263038635,0.0,0.3076923076923077,0.0,0.384,0.15925726181645278,4.691999999999999,1,3,"['blockchain', 'computer vision', 'data science', 'go', 'java', 'machine learning']","['api', 'computer vision', 'data science', 'deep learning', 'docker', 'go', 'kubernetes', 'machine learning', 'python', 'pytorch', 'tensorflow']",156,0.5329678742449864
8,7,Data Science,Machine Learning,0.134741738078553,0.872542142868042,0.0,0.23076923076923078,0.0,1.26,0.15378109142187046,14.145,1,4,"['api', 'c++', 'communication', 'data science', 'deep learning', 'gcp', 'java', 'keras', 'linux', 'machine learning', 'matplotlib', 'mysql', 'natural language processing', 'numpy', 'optimization', 'pandas', 'problem solving', 'python', 'seaborn', 'sql', 'tensorflow']","['api', 'computer vision', 'data science', 'deep learning', 'docker', 'go', 'kubernetes', 'machine learning', 'python', 'pytorch', 'tensorflow']",8,0.52332703397757
1,7,Data Science,Machine Learning,0.0947786451055978,0.5819119811058044,0.0,0.1935483870967742,0.0,0.286,0.14848576802854477,8.5445,1,4,"['cassandra', 'computer vision', 'css', 'data science', 'deep learning', 'docker', 'elasticsearch', 'erp', 'flask', 'git', 'html', 'java', 'javascript', 'kafka', 'machine learning', 'matplotlib', 'mysql', 'natural language processing', 'node.js', 'numpy', 'pandas', 'plotly', 'python', 'sql', 'tableau', 'time series']","['api', 'computer vision', 'data science', 'deep learning', 'docker', 'go', 'kubernetes', 'machine learning', 'python', 'pytorch', 'tensorflow']",1,0.5140045762523916
34,8,Web Designing,Wordpress Developer,0.04633788763465965,0.5406675338745117,0.0,0.5,0.3333333333333333,0.03,0.2619889567962447,6.727499999999999,1,1,['javascript'],"['communication', 'javascript']",34,0.7138278165654374
70,8,Java Developer,Wordpress Developer,0.07409114560098055,0.8827292323112488,0.0,0.2,0.3333333333333333,0.096,0.23439792443248716,7.452,1,1,"['css', 'java', 'javascript', 'mysql']","['communication', 'javascript']",70,0.6652535910272286
149,8,DotNet Developer,Wordpress Developer,0.0957066713957068,1.0,0.0,0.07692307692307693,0.3333333333333333,0.182,0.2216858689366059,7.9464999999999995,1,1,"['.net', 'agile', 'api', 'c#', 'crm', 'git', 'html', 'javascript', 'leadership', 'sql', 'testing', 'typescript']","['communication', 'javascript']",149,0.642873919162458
60,8,Java Developer,Wordpress Developer,0.02609538120560172,0.19799348711967468,0.0,0.6666666666666666,0.3333333333333333,0.926,0.20072500143304983,1.5755,1,2,"['communication', 'java', 'javascript']","['communication', 'javascript']",60,0.6059721500596947
84,8,SAP Developer,Wordpress Developer,0.055652853992054274,0.7365990877151489,0.0,0.2,0.3333333333333333,0.288,0.19649192710867058,5.244,1,1,"['communication', 'leadership', 'project management', 'sap']","['communication', 'javascript']",84,0.5985197900232326
101,9,Python Developer,Django Developer,0.08203637039810878,0.6467947363853455,0.0,0.34782608695652173,0.3333333333333333,0.19,0.24269427543269603,5.807499999999999,1,3,"['agile', 'api', 'communication', 'css', 'data science', 'django', 'erp', 'flask', 'git', 'html', 'java', 'mongodb', 'mysql', 'numpy', 'postgresql', 'python', 'sql', 'testing']","['aws', 'azure', 'communication', 'data science', 'deep learning', 'devops', 'django', 'flask', 'git', 'machine learning', 'postgresql', 'python', 'sql']",101,0.6798593810286799
104,9,Python Developer,Django Developer,0.11113057240110367,0.8439798951148987,0.0,0.16666666666666666,0.3333333333333333,0.144,0.2359802621663176,6.072,1,1,"['agile', 'api', 'communication', 'css', 'django', 'git', 'html', 'jira', 'mongodb', 'mysql', 'python', 'rest api', 'scrum', 'sqlite', 'testing']","['aws', 'azure', 'communication', 'data science', 'deep learning', 'devops', 'django', 'flask', 'git', 'machine learning', 'postgresql', 'python', 'sql']",104,0.6680393088266705
132,9,Database,Django Developer,0.0789952744536451,0.48126834630966187,0.0,0.3125,0.3333333333333333,0.478,0.19490659996157572,4.1514999999999995,1,3,"['communication', 'data science', 'leadership', 'linux', 'machine learning', 'python', 'r', 'sql']","['aws', 'azure', 'communication', 'data science', 'deep learning', 'devops', 'django', 'flask', 'git', 'machine learning', 'postgresql', 'python', 'sql']",132,0.5957288093386541
9,9,Data Science,Django Developer,0.12347020233926195,0.7610139846801758,0.0,0.2631578947368421,0.0,0.526,0.1874484279160458,3.8754999999999997,1,3,"['css', 'data science', 'deep learning', 'html', 'machine learning', 'mysql', 'numpy', 'pandas', 'python', 'selenium', 'sql']","['aws', 'azure', 'communication', 'data science', 'deep learning', 'devops', 'django', 'flask', 'git', 'machine learning', 'postgresql', 'python', 'sql']",9,0.5825986398594503
122,9,Database,Django Developer,0.058742515611996074,0.5527340173721313,0.0,0.21428571428571427,0.3333333333333333,0.252,0.18178544195936625,8.348999999999998,1,2,"['communication', 'linux', 'postgresql', 'sql']","['aws', 'azure', 'communication', 'data science', 'deep learning', 'devops', 'django', 'flask', 'git', 'machine learning', 'postgresql', 'python', 'sql']",122,0.5726289093523457
104,10,Python Developer,Django Developer,0.06997131506060408,0.9057751297950745,0.0,0.06666666666666667,0.3333333333333333,0.144,0.19763924680449887,6.072,1,1,"['agile', 'api', 'communication', 'css', 'django', 'git', 'html', 'jira', 'mongodb', 'mysql', 'python', 'rest api', 'scrum', 'sqlite', 'testing']",['django'],104,0.6005396552075017
101,10,Python Developer,Django Developer,0.0491326535329545,0.6788696050643921,0.0,0.05555555555555555,0.3333333333333333,0.19,0.15475913741465633,5.807499999999999,1,1,"['agile', 'api', 'communication', 'css', 'data science', 'django', 'erp', 'flask', 'git', 'html', 'java', 'mongodb', 'mysql', 'numpy', 'postgresql', 'python', 'sql', 'testing']",['django'],101,0.5250488915004774
106,10,Python Developer,Django Developer,0.046958940886676286,0.619598925113678,0.0,0.125,0.3333333333333333,0.682,0.13513882930591262,2.9784999999999995,1,1,"['django', 'excel', 'html', 'java', 'mysql', 'numpy', 'pandas', 'python']",['django'],106,0.4905071875642688
105,10,Python Developer,Django Developer,0.031420647175956724,0.5035720467567444,0.0,0.1111111111111111,0.3333333333333333,0.35,0.13006611181082411,4.887499999999999,1,1,"['api', 'computer vision', 'django', 'git', 'mysql', 'numpy', 'python', 'rest api', 'testing']",['django'],105,0.481576629241931
154,10,Blockchain,Django Developer,0.03782960335271774,0.5486140251159668,0.0,0.125,0.3333333333333333,0.644,0.1245185592898872,3.197,1,1,"['blockchain', 'c++', 'crm', 'django', 'java', 'mysql', 'python', 'salesforce']",['django'],154,0.47181012018984453
35,11,Web Designing,PHP Developer,0.0962401260837159,1.0,0.0,0.36363636363636365,0.3333333333333333,0.052,0.30428738173230485,6.601,1,3,"['css', 'go', 'html', 'java', 'javascript', 'mysql', 'php', 'sql']","['api', 'css', 'design patterns', 'html', 'nosql', 'php', 'sql']",35,0.7882945202997289
155,11,Blockchain,PHP Developer,0.09129967316752022,0.853202223777771,0.0,0.3125,0.3333333333333333,0.05,0.2711247766404089,6.6125,1,4,"['api', 'blockchain', 'c++', 'crm', 'css', 'erp', 'html', 'java', 'javascript', 'mysql', 'php', 'postgresql', 'react', 'sql']","['api', 'css', 'design patterns', 'html', 'nosql', 'php', 'sql']",155,0.7299114979491681
149,11,DotNet Developer,PHP Developer,0.1030009490386893,0.7388352155685425,0.0,0.1875,0.3333333333333333,0.182,0.2225973480734626,7.9464999999999995,1,2,"['.net', 'agile', 'api', 'c#', 'crm', 'git', 'html', 'javascript', 'leadership', 'sql', 'testing', 'typescript']","['api', 'css', 'design patterns', 'html', 'nosql', 'php', 'sql']",149,0.6444785852214636
104,11,Python Developer,PHP Developer,0.08341923322312765,0.6797789335250854,0.0,0.15789473684210525,0.3333333333333333,0.144,0.20069400221572553,6.072,1,3,"['agile', 'api', 'communication', 'css', 'django', 'git', 'html', 'jira', 'mongodb', 'mysql', 'python', 'rest api', 'scrum', 'sqlite', 'testing']","['api', 'css', 'design patterns', 'html', 'nosql', 'php', 'sql']",104,0.605917575698215
153,11,Blockchain,PHP Developer,0.09037665896915983,0.7653813362121582,0.0,0.1111111111111111,0.3333333333333333,0.34,0.19038211220621123,4.944999999999999,1,2,"['api', 'aws', 'blockchain', 'docker', 'microservices', 'mongodb', 'mysql', 'node.js', 'php', 'postgresql', 'problem solving', 'react', 'smart contracts']","['api', 'css', 'design patterns', 'html', 'nosql', 'php', 'sql']",153,0.5877634137066072
155,12,Blockchain,Backend Developer,0.13782643770355613,0.8641212582588196,0.0,0.2962962962962963,0.3333333333333333,0.05,0.290554944792469,6.6125,1,2,"['api', 'blockchain', 'c++', 'crm', 'css', 'erp', 'html', 'java', 'javascript', 'mysql', 'php', 'postgresql', 'react', 'sql']","['agile', 'api', 'aws', 'css', 'data science', 'design patterns', 'docker', 'elasticsearch', 'git', 'html', 'java', 'javascript', 'kubernetes', 'linux', 'mysql', 'node.js', 'postgresql', 'react', 'redis', 'scrum', 'testing']",155,0.7641184590233479
101,12,Python Developer,Backend Developer,0.11211226207497196,0.8452395796775818,0.0,0.3448275862068966,0.3333333333333333,0.19,0.2801644744377561,5.807499999999999,1,2,"['agile', 'api', 'communication', 'css', 'data science', 'django', 'erp', 'flask', 'git', 'html', 'java', 'mongodb', 'mysql', 'numpy', 'postgresql', 'python', 'sql', 'testing']","['agile', 'api', 'aws', 'css', 'data science', 'design patterns', 'docker', 'elasticsearch', 'git', 'html', 'java', 'javascript', 'kubernetes', 'linux', 'mysql', 'node.js', 'postgresql', 'react', 'redis', 'scrum', 'testing']",101,0.7458259557272093
149,12,DotNet Developer,Backend Developer,0.1182930286360647,0.9246088266372681,0.0,0.2222222222222222,0.3333333333333333,0.182,0.2612581573862277,7.9464999999999995,1,1,"['.net', 'agile', 'api', 'c#', 'crm', 'git', 'html', 'javascript', 'leadership', 'sql', 'testing', 'typescript']","['agile', 'api', 'aws', 'css', 'data science', 'design patterns', 'docker', 'elasticsearch', 'git', 'html', 'java', 'javascript', 'kubernetes', 'linux', 'mysql', 'node.js', 'postgresql', 'react', 'redis', 'scrum', 'testing']",149,0.7125412385607672
69,12,Java Developer,Backend Developer,0.12234421026061074,0.9013009667396545,0.0,0.2727272727272727,0.3333333333333333,0.666,0.24449709450960933,3.0704999999999996,1,1,"['css', 'html', 'java', 'javascript', 'mongodb', 'mysql', 'testing']","['agile', 'api', 'aws', 'css', 'data science', 'design patterns', 'docker', 'elasticsearch', 'git', 'html', 'java', 'javascript', 'kubernetes', 'linux', 'mysql', 'node.js', 'postgresql', 'react', 'redis', 'scrum', 'testing']",69,0.683033257935207
35,12,Web Designing,Backend Developer,0.0944140879390044,0.6784040927886963,0.0,0.20833333333333334,0.3333333333333333,0.052,0.22444058667869898,6.601,1,1,"['css', 'go', 'html', 'java', 'javascript', 'mysql', 'php', 'sql']","['agile', 'api', 'aws', 'css', 'data science', 'design patterns', 'docker', 'elasticsearch', 'git', 'html', 'java', 'javascript', 'kubernetes', 'linux', 'mysql', 'node.js', 'postgresql', 'react', 'redis', 'scrum', 'testing']",35,0.6477236210197287
109,13,DevOps Engineer,DevOps Engineer,0.16006228300819927,1.0,0.0,0.4375,1.0,0.434,0.42453989584393564,9.395499999999998,1,4,"['ansible', 'ci/cd', 'devops', 'git', 'java', 'jenkins', 'linux', 'testing']","['ansible', 'api', 'aws', 'devops', 'docker', 'git', 'go', 'java', 'jenkins', 'kafka', 'kubernetes', 'linux', 'python', 'terraform', 'testing']",109,1.0
107,13,DevOps Engineer,DevOps Engineer,0.142531458995716,0.9616038799285889,0.0,0.2631578947368421,1.0,0.308,0.3737486185409533,8.671,1,2,"['aws', 'azure', 'devops', 'html', 'linux', 'mysql', 'python', 'sql', 'testing']","['ansible', 'api', 'aws', 'devops', 'docker', 'git', 'go', 'java', 'jenkins', 'kafka', 'kubernetes', 'linux', 'python', 'terraform', 'testing']",107,0.9105815640907473
113,13,DevOps Engineer,DevOps Engineer,0.10053591384182374,0.7303659915924072,0.0,0.18181818181818182,1.0,0.176,0.31261388490789155,5.888,1,3,"['api', 'ci/cd', 'communication', 'devops', 'forecasting', 'jenkins', 'jira', 'project management', 'selenium', 'sql', 'testing']","['ansible', 'api', 'aws', 'devops', 'docker', 'git', 'go', 'java', 'jenkins', 'kafka', 'kubernetes', 'linux', 'python', 'terraform', 'testing']",113,0.8029533934387723
112,13,DevOps Engineer,DevOps Engineer,0.0748633525310542,0.6154876947402954,0.0,0.20833333333333334,1.0,0.136,0.29579959925040816,7.6819999999999995,1,1,"['agile', 'aws', 'devops', 'erp', 'git', 'html', 'java', 'javascript', 'jira', 'mysql', 'node.js', 'php', 'python', 'scrum']","['ansible', 'api', 'aws', 'devops', 'docker', 'git', 'go', 'java', 'jenkins', 'kafka', 'kubernetes', 'linux', 'python', 'terraform', 'testing']",112,0.7733517136965055
111,13,DevOps Engineer,DevOps Engineer,0.08184057811029881,0.5181978940963745,0.0,0.15789473684210525,1.0,0.13,0.2747198563634558,7.6475,1,2,"['agile', 'devops', 'python', 'scrum', 'selenium', 'sql', 'testing']","['ansible', 'api', 'aws', 'devops', 'docker', 'git', 'go', 'java', 'jenkins', 'kafka', 'kubernetes', 'linux', 'python', 'terraform', 'testing']",111,0.7362406635633009
34,14,Web Designing,Wordpress Developer,0.04997746024233703,0.5704641938209534,0.0,1.0,0.3333333333333333,0.03,0.3973115508415028,6.727499999999999,1,1,['javascript'],['javascript'],34,0.9520642883621259
70,14,Java Developer,Wordpress Developer,0.08524246949096458,0.9499737620353699,0.0,0.25,0.3333333333333333,0.096,0.2608199034665741,7.452,1,1,"['css', 'java', 'javascript', 'mysql']",['javascript'],70,0.7117696891509588
37,14,Web Designing,Wordpress Developer,0.06383189837057765,0.8060700297355652,0.0,0.2,0.3333333333333333,0.106,0.21967438145281176,6.290499999999999,1,1,"['agile', 'c++', 'java', 'javascript', 'r']",['javascript'],37,0.6393326799142505
149,14,DotNet Developer,Wordpress Developer,0.08860995918098942,0.960567057132721,0.0,0.08333333333333333,0.3333333333333333,0.182,0.21521416059613474,7.9464999999999995,1,1,"['.net', 'agile', 'api', 'c#', 'crm', 'git', 'html', 'javascript', 'leadership', 'sql', 'testing', 'typescript']",['javascript'],149,0.6314804266536207
35,14,Web Designing,Wordpress Developer,0.05571390866431104,0.7710315585136414,0.0,0.125,0.3333333333333333,0.052,0.19531312984717292,6.601,1,1,"['css', 'go', 'html', 'java', 'javascript', 'mysql', 'php', 'sql']",['javascript'],35,0.5964445083415286
129,15,Database,Database Administrator,0.18339969893851407,1.0,0.0,0.3333333333333333,0.3333333333333333,0.086,0.3362051888238201,6.4055,1,1,['sql'],"['communication', 'optimization', 'sql']",129,0.8444860661581153
122,15,Database,Database Administrator,0.10255582931471285,0.6961548328399658,0.0,0.4,0.3333333333333333,0.252,0.2683120446785247,8.348999999999998,1,2,"['communication', 'linux', 'postgresql', 'sql']","['communication', 'optimization', 'sql']",122,0.724959661609961
131,15,Database,Database Administrator,0.1142397360597662,0.6414512395858765,0.0,0.25,0.3333333333333333,0.05,0.24047588872565961,7.187499999999999,1,1,"['linux', 'sql']","['communication', 'optimization', 'sql']",131,0.6759538941002496
124,15,Database,Database Administrator,0.15078108784507235,0.8787427544593811,0.0,0.125,0.3333333333333333,0.504,0.22675071936742713,9.797999999999998,1,1,"['azure', 'erp', 'java', 'jira', 'postgresql', 'sql']","['communication', 'optimization', 'sql']",124,0.6517906274574026
123,15,Database,Database Administrator,0.11111653442057239,0.678655207157135,0.0,0.14285714285714285,0.3333333333333333,0.176,0.20802408519025475,7.911999999999999,1,1,"['jira', 'linux', 'mongodb', 'sql', 'testing']","['communication', 'optimization', 'sql']",123,0.6188222433788004
35,16,Web Designing,PHP Developer,0.13801097676653115,1.0,0.0,0.36363636363636365,0.3333333333333333,0.052,0.3243373900600562,6.601,1,3,"['css', 'go', 'html', 'java', 'javascript', 'mysql', 'php', 'sql']","['design patterns', 'git', 'javascript', 'jira', 'mysql', 'php', 'sql']",35,0.8235927147897057
112,16,DevOps Engineer,PHP Developer,0.10689974812093306,0.7963889837265015,0.0,0.3125,0.0,0.136,0.21996855714522806,7.6819999999999995,1,5,"['agile', 'aws', 'devops', 'erp', 'git', 'html', 'java', 'javascript', 'jira', 'mysql', 'node.js', 'php', 'python', 'scrum']","['design patterns', 'git', 'javascript', 'jira', 'mysql', 'php', 'sql']",112,0.6398505784924151
155,16,Blockchain,PHP Developer,0.06909968839490231,0.5783779621124268,0.0,0.23529411764705882,0.3333333333333333,0.05,0.20741634313794627,6.6125,1,3,"['api', 'blockchain', 'c++', 'crm', 'css', 'erp', 'html', 'java', 'javascript', 'mysql', 'php', 'postgresql', 'react', 'sql']","['design patterns', 'git', 'javascript', 'jira', 'mysql', 'php', 'sql']",155,0.6177523088026422
70,16,Java Developer,PHP Developer,0.083960425037093,0.511661946773529,0.0,0.2222222222222222,0.3333333333333333,0.096,0.20038488207507257,7.452,1,2,"['css', 'java', 'javascript', 'mysql']","['design patterns', 'git', 'javascript', 'jira', 'mysql', 'php', 'sql']",70,0.6053733673035265
149,16,DotNet Developer,PHP Developer,0.0813584021227585,0.5178725123405457,0.0,0.1875,0.3333333333333333,0.182,0.18569340116645622,7.9464999999999995,1,2,"['.net', 'agile', 'api', 'c#', 'crm', 'git', 'html', 'javascript', 'leadership', 'sql', 'testing', 'typescript']","['design patterns', 'git', 'javascript', 'jira', 'mysql', 'php', 'sql']",149,0.5795089017142356
109,17,DevOps Engineer,Software Engineer,0.14838001877447188,1.0,0.0,0.2727272727272727,0.3333333333333333,0.434,0.2827581665875041,9.395499999999998,1,1,"['ansible', 'ci/cd', 'devops', 'git', 'java', 'jenkins', 'linux', 'testing']","['agile', 'aws', 'azure', 'ci/cd', 'css', 'design patterns', 'devops', 'docker', 'git', 'html', 'java', 'javascript', 'jenkins', 'jira', 'kafka', 'kubernetes', 'microservices', 'redis', 'selenium', 'testing']",109,0.7503921707856944
